CARRIER,RAW_TAIL,TAIL_NUMBER
AA,N200A1,N200AA
AA,N201A1,N201AA
AA,N202A1,N202AA
AA,N203A1,N203AA
AA,N205A1,N205AA
AA,N208A1,N208AA
AA,N210A1,N210AA
AA,N214A1,N214AA
AA,N218A1,N218AA
AA,N219A1,N219AA
AA,N221A1,N221AA
AA,N223A1,N223AA
AA,N224A1,N224AA
AA,N225A1,N225AA
AA,N226A1,N226AA
AA,N227A1,N227AA
AA,N228A1,N228AA
AA,N232A1,N232AA
AA,N233A1,N233AA
AA,N236A1,N236AA
AA,N237A1,N237AA
AA,N241A1,N241AA
AA,N242A1,N242AA
AA,N244A1,N244AA
AA,N245A1,N245AA
AA,N246A1,N246AA
AA,N248A1,N248AA
AA,N249A1,N249AA
AA,N251A1,N251AA
AA,N253A1,N253AA
AA,N255A1,N255AA
AA,N258A1,N258AA
AA,N259A1,N259AA
AA,N262A1,N262AA
AA,N266A1,N266AA
AA,N269A1,N269AA
AA,N271A1,N271AA
AA,N274A1,N274AA
AA,N276A1,N276AA
AA,N278A1,N278AA
AA,N283A1,N283AA
AA,N285A1,N285AA
AA,N286A1,N286AA
AA,N287A1,N287AA
AA,N288A1,N288AA
AA,N289A1,N289AA
AA,N290A1,N290AA
AA,N291A1,N291AA
AA,N292A1,N292AA
AA,N293A1,N293AA
AA,N294A1,N294AA
AA,N295A1,N295AA
AA,N296A1,N296AA
AA,N297A1,N297AA
AA,N298A1,N298AA
AA,N302A1,N302AA
AA,N303A1,N303AA
AA,N304A1,N304AA
AA,N305A1,N305AA
AA,N306A1,N306AA
AA,N307A1,N307AA
AA,N308A1,N308AA
AA,N312A1,N312AA
AA,N313A1,N313AA
AA,N315A1,N315AA
AA,N316A1,N316AA
AA,N317A1,N317AA
AA,N319A1,N319AA
AA,N320A1,N320AA
AA,N321A1,N321AA
AA,N323A1,N323AA
AA,N324A1,N324AA
AA,N325A1,N325AA
AA,N327A1,N327AA
AA,N328A1,N328AA
AA,N329A1,N329AA
AA,N330A1,N330AA
AA,N334A1,N334AA
AA,N335A1,N335AA
AA,N336A1,N336AA
AA,N338A1,N338AA
AA,N339A1,N339AA
AA,N353A1,N353AA
AA,N354A1,N354AA
AA,N355A1,N355AA
AA,N356A1,N356AA
AA,N358A1,N358AA
AA,N359A1,N359AA
AA,N360A1,N360AA
AA,N361A1,N361AA
AA,N362A1,N362AA
AA,N363A1,N363AA
AA,N364A1,N364AA
AA,N366A1,N366AA
AA,N367A1,N367AA
AA,N375A1,N375AA
AA,N376A1,N376AA
AA,N377A1,N377AA
AA,N378A1,N378AA
AA,N380A1,N380AA
AA,N381A1,N381AA
AA,N383A1,N383AA
AA,N385A1,N385AA
AA,N388A1,N388AA
AA,N389A1,N389AA
AA,N390A1,N390AA
AA,N397A1,N397AA
AA,N399A1,N399AA
AA,N400A1,N400AA
AA,N401A1,N401AA
AA,N402A1,N402AA
AA,N404A1,N404AA
AA,N405A1,N405AA
AA,N406A1,N406AA
AA,N407A1,N407AA
AA,N408A1,N408AA
AA,N409A1,N409AA
AA,N410A1,N410AA
AA,N411A1,N411AA
AA,N412A1,N412AA
AA,N413A1,N413AA
AA,N414A1,N414AA
AA,N415A1,N415AA
AA,N416A1,N416AA
AA,N417A1,N417AA
AA,N418A1,N418AA
AA,N419A1,N419AA
AA,N420A1,N420AA
AA,N421A1,N421AA
AA,N423A1,N423AA
AA,N424A1,N424AA
AA,N425A1,N425AA
AA,N426A1,N426AA
AA,N427A1,N427AA
AA,N428A1,N428AA
AA,N429A1,N429AA
AA,N430A1,N430AA
AA,N431A1,N431AA
AA,N432A1,N432AA
AA,N433A1,N433AA
AA,N434A1,N434AA
AA,N435A1,N435AA
AA,N436A1,N436AA
AA,N438A1,N438AA
AA,N439A1,N439AA
AA,N440A1,N440AA
AA,N441A1,N441AA
AA,N442A1,N442AA
AA,N443A1,N443AA
AA,N444A1,N444AA
AA,N445A1,N445AA
AA,N446A1,N446AA
AA,N447A1,N447AA
AA,N448A1,N448AA
AA,N449A1,N449AA
AA,N450A1,N450AA
AA,N451A1,N451AA
AA,N452A1,N452AA
AA,N453A1,N453AA
AA,N454A1,N454AA
AA,N455A1,N455AA
AA,N456A1,N456AA
AA,N457A1,N457AA
AA,N458A1,N458AA
AA,N459A1,N459AA
AA,N460A1,N460AA
AA,N461A1,N461AA
AA,N463A1,N463AA
AA,N464A1,N464AA
AA,N465A1,N465AA
AA,N466A1,N466AA
AA,N467A1,N467AA
AA,N468A1,N468AA
AA,N469A1,N469AA
AA,N470A1,N470AA
AA,N471A1,N471AA
AA,N472A1,N472AA
AA,N473A1,N473AA
AA,N474A1,N474AA
AA,N475A1,N475AA
AA,N476A1,N476AA
AA,N477A1,N477AA
AA,N478A1,N478AA
AA,N479A1,N479AA
AA,N480A1,N480AA
AA,N481A1,N481AA
AA,N482A1,N482AA
AA,N484A1,N484AA
AA,N485A1,N485AA
AA,N486A1,N486AA
AA,N487A1,N487AA
AA,N488A1,N488AA
AA,N489A1,N489AA
AA,N490A1,N490AA
AA,N491A1,N491AA
AA,N492A1,N492AA
AA,N493A1,N493AA
AA,N495A1,N495AA
AA,N496A1,N496AA
AA,N497A1,N497AA
AA,N498A1,N498AA
AA,N499A1,N499AA
AA,N501A1,N501AA
AA,N502A1,N502AA
AA,N503A1,N503AA
AA,N504A1,N504AA
AA,N505A1,N505AA
AA,N506A1,N506AA
AA,N507A1,N507AA
AA,N508A1,N508AA
AA,N509A1,N509AA
AA,N510A1,N510AA
AA,N511A1,N511AA
AA,N513A1,N513AA
AA,N514A1,N514AA
AA,N516A1,N516AA
AA,N517A1,N517AA
AA,N518A1,N518AA
AA,N521A1,N521AA
AA,N523A1,N523AA
AA,N524A1,N524AA
AA,N525A1,N525AA
AA,N526A1,N526AA
AA,N527A1,N527AA
AA,N528A1,N528AA
AA,N529A1,N529AA
AA,N530A1,N530AA
AA,N532A1,N532AA
AA,N533A1,N533AA
AA,N535A1,N535AA
AA,N537A1,N537AA
AA,N538A1,N538AA
AA,N539A1,N539AA
AA,N540A1,N540AA
AA,N541A1,N541AA
AA,N542A1,N542AA
AA,N544A1,N544AA
AA,N545A1,N545AA
AA,N546A1,N546AA
AA,N547A1,N547AA
AA,N548A1,N548AA
AA,N549A1,N549AA
AA,N550A1,N550AA
AA,N551A1,N551AA
AA,N552A1,N552AA
AA,N553A1,N553AA
AA,N554A1,N554AA
AA,N556A1,N556AA
AA,N557A1,N557AA
AA,N558A1,N558AA
AA,N559A1,N559AA
AA,N560A1,N560AA
AA,N561A1,N561AA
AA,N562A1,N562AA
AA,N563A1,N563AA
AA,N564A1,N564AA
AA,N565A1,N565AA
AA,N566A1,N566AA
AA,N567A1,N567AA
AA,N568A1,N568AA
AA,N569A1,N569AA
AA,N570A1,N570AA
AA,N571A1,N571AA
AA,N572A1,N572AA
AA,N573A1,N573AA
AA,N574A1,N574AA
AA,N575A1,N575AA
AA,N576A1,N576AA
AA,N577A1,N577AA
AA,N578A1,N578AA
AA,N579A1,N579AA
AA,N580A1,N580AA
AA,N581A1,N581AA
AA,N582A1,N582AA
AA,N583A1,N583AA
AA,N584A1,N584AA
AA,N585A1,N585AA
AA,N586A1,N586AA
AA,N587A1,N587AA
AA,N588A1,N588AA
AA,N589A1,N589AA
AA,N590A1,N590AA
AA,N591A1,N591AA
AA,N592A1,N592AA
AA,N593A1,N593AA
AA,N594A1,N594AA
AA,N595A1,N595AA
AA,N596A1,N596AA
AA,N597A1,N597AA
AA,N598A1,N598AA
AA,N599A1,N599AA
AA,N610A1,N610AA
AA,N611A1,N611AA
AA,N612A1,N612AA
AA,N614A1,N614AA
AA,N616A1,N616AA
AA,N617A1,N617AA
AA,N618A1,N618AA
AA,N619A1,N619AA
AA,N620A1,N620AA
AA,N621A1,N621AA
AA,N622A1,N622AA
AA,N623A1,N623AA
AA,N624A1,N624AA
AA,N625A1,N625AA
AA,N626A1,N626AA
AA,N627A1,N627AA
AA,N628A1,N628AA
AA,N629A1,N629AA
AA,N630A1,N630AA
AA,N631A1,N631AA
AA,N632A1,N632AA
AA,N633A1,N633AA
AA,N634A1,N634AA
AA,N635A1,N635AA
AA,N636A1,N636AA
AA,N637A1,N637AA
AA,N638A1,N638AA
AA,N639A1,N639AA
AA,N641A1,N641AA
AA,N642A1,N642AA
AA,N643A1,N643AA
AA,N716A1,N716AA
AA,N717A1,N717AA
AA,N718A1,N718AA
AA,N719A1,N719AA
AA,N720A1,N720AA
AA,N721A1,N721AA
AA,N722A1,N722AA
AA,N723A1,N723AA
AA,N725A1,N725AA
AA,N726A1,N726AA
AA,N727A1,N727AA
AA,N728A1,N728AA
AA,N729A1,N729AA
AA,N730A1,N730AA
AA,N731A1,N731AA
AA,N843A1,N843AA
AA,N848A1,N848AA
AA,N849A1,N849AA
AA,N859A1,N859AA
AA,N860A1,N860AA
AA,N861A1,N861AA
AA,N862A1,N862AA
AA,N863A1,N863AA
AA,N865A1,N865AA
AA,N866A1,N866AA
AA,N867A1,N867AA
AA,N868A1,N868AA
AA,N869A1,N869AA
AA,N870A1,N870AA
AA,N871A1,N871AA
AA,N872A1,N872AA
AA,N873A1,N873AA
AA,N874A1,N874AA
AA,N875A1,N875AA
AA,N877A1,N877AA
AA,N878A1,N878AA
AA,N879A1,N879AA
AA,N880A1,N880AA
AA,N881A1,N881AA
AA,N882A1,N882AA
AA,N883A1,N883AA
AA,N884A1,N884AA
AA,N885A1,N885AA
AA,N886A1,N886AA
AA,N887A1,N887AA
AA,N889A1,N889AA
AA,N890A1,N890AA
AA,N891A1,N891AA
AA,N892A1,N892AA
AA,N893A1,N893AA
AA,N894A1,N894AA
AS,N303Aâ,N303AS
AS,N305Aâ,N305AS
AS,N306Aâ,N306AS
AS,N307Aâ,N307AS
AS,N309Aâ,N309AS
AS,N607Aâ,N607AS
AS,N609Aâ,N609AS
AS,N611Aâ,N611AS
AS,N612Aâ,N612AS
AS,N613Aâ,N613AS
AS,N614Aâ,N614AS
AS,N615Aâ,N615AS
AS,N617Aâ,N617AS
AS,N618Aâ,N618AS
AS,N619Aâ,N619AS
AS,N622Aâ,N622AS
AS,N623Aâ,N623AS
AS,N624Aâ,N624AS
AS,N625Aâ,N625AS
AS,N626Aâ,N626AS
AS,N627Aâ,N627AS
AS,N703Aâ,N703AS
AS,N705Aâ,N705AS
AS,N706Aâ,N706AS
AS,N708Aâ,N708AS
AS,N709Aâ,N709AS
AS,N713Aâ,N713AS
AS,N730Aâ,N730AS
AS,N740Aâ,N740AS
AS,N741Aâ,N741AS
AS,N742Aâ,N742AS
AS,N744Aâ,N744AS
AS,N745Aâ,N745AS
AS,N746Aâ,N746AS
AS,N747Aâ,N747AS
AS,N754Aâ,N754AS
AS,N755Aâ,N755AS
AS,N760Aâ,N760AS
AS,N762Aâ,N762AS
AS,N763Aâ,N763AS
AS,N764Aâ,N764AS
AS,N767Aâ,N767AS
AS,N768Aâ,N768AS
AS,N769Aâ,N769AS
AS,N771Aâ,N771AS
AS,N773Aâ,N773AS
AS,N774Aâ,N774AS
AS,N775Aâ,N775AS
AS,N776Aâ,N776AS
AS,N778Aâ,N778AS
AS,N779Aâ,N779AS
AS,N780Aâ,N780AS
AS,N782Aâ,N782AS
AS,N783Aâ,N783AS
AS,N784Aâ,N784AS
AS,N785Aâ,N785AS
AS,N786Aâ,N786AS
AS,N788Aâ,N788AS
AS,N791Aâ,N791AS
AS,N792Aâ,N792AS
AS,N793Aâ,N793AS
AS,N794Aâ,N794AS
AS,N795Aâ,N795AS
AS,N796Aâ,N796AS
AS,N797Aâ,N797AS
AS,N799Aâ,N799AS
AS,N931Aâ,N931AS
AS,N933Aâ,N933AS
AS,N934Aâ,N934AS
AS,N935Aâ,N935AS
AS,N937Aâ,N937AS
AS,N943Aâ,N943AS
AS,N944Aâ,N944AS
AS,N947Aâ,N947AS
AS,N948Aâ,N948AS
AS,N949Aâ,N949AS
AS,N950Aâ,N950AS
AS,N951Aâ,N951AS
AS,N954Aâ,N954AS
AS,N958Aâ,N958AS
AS,N960Aâ,N960AS
AS,N961Aâ,N961AS
AS,N962Aâ,N962AS
AS,N964Aâ,N964AS
AS,N968Aâ,N968AS
AS,N969Aâ,N969AS
AS,N972Aâ,N972AS
AS,N973Aâ,N973AS
AS,N974Aâ,N974AS
AS,N975Aâ,N975AS
AS,N976Aâ,N976AS
AS,N977Aâ,N977AS
AS,N979Aâ,N979AS
AS,N981Aâ,N981AS
AS,N982Aâ,N982AS
CO,N10323,N10323
CO,N10801,N10801
CO,N10834,N10834
CO,N11206,N11206
CO,N11612,N11612
CO,N11641,N11641
CO,N11651,N11651
CO,N11656,N11656
CO,N12064,N12064
CO,N12109,N12109
CO,N12114,N12114
CO,N12116,N12116
CO,N12125,N12125
CO,N12216,N12216
CO,N12218,N12218
CO,N12221,N12221
CO,N12225,N12225
CO,N12238,N12238
CO,N12318,N12318
CO,N12322,N12322
CO,N12327,N12327
CO,N12349,N12349
CO,N12811,N12811
CO,N13088,N13088
CO,N13110,N13110
CO,N13113,N13113
CO,N13138,N13138
CO,N13248,N13248
CO,N13331,N13331
CO,N13624,N13624
CO,N13665,N13665
CO,N13716,N13716
CO,N13718,N13718
CO,N13720,N13720
CO,N13750,N13750
CO,N13881,N13881
CO,N14062,N14062
CO,N14063,N14063
CO,N14079,N14079
CO,N14102,N14102
CO,N14106,N14106
CO,N14107,N14107
CO,N14115,N14115
CO,N14118,N14118
CO,N14120,N14120
CO,N14121,N14121
CO,N14214,N14214
CO,N14219,N14219
CO,N14230,N14230
CO,N14231,N14231
CO,N14237,N14237
CO,N14242,N14242
CO,N14307,N14307
CO,N14320,N14320
CO,N14324,N14324
CO,N14325,N14325
CO,N14335,N14335
CO,N14336,N14336
CO,N14337,N14337
CO,N14341,N14341
CO,N14342,N14342
CO,N14346,N14346
CO,N14347,N14347
CO,N14358,N14358
CO,N14381,N14381
CO,N14383,N14383
CO,N14601,N14601
CO,N14604,N14604
CO,N14605,N14605
CO,N14609,N14609
CO,N14613,N14613
CO,N14628,N14628
CO,N14629,N14629
CO,N14639,N14639
CO,N14645,N14645
CO,N14652,N14652
CO,N14653,N14653
CO,N14654,N14654
CO,N14655,N14655
CO,N14660,N14660
CO,N14662,N14662
CO,N14664,N14664
CO,N14667,N14667
CO,N14668,N14668
CO,N14704,N14704
CO,N14731,N14731
CO,N14735,N14735
CO,N14814,N14814
CO,N14816,N14816
CO,N14818,N14818
CO,N14831,N14831
CO,N14839,N14839
CO,N14840,N14840
CO,N14871,N14871
CO,N14879,N14879
CO,N14880,N14880
CO,N14889,N14889
CO,N14890,N14890
CO,N15069,N15069
CO,N15659,N15659
CO,N15710,N15710
CO,N15712,N15712
CO,N15841,N15841
CO,N16217,N16217
CO,N16234,N16234
CO,N16301,N16301
CO,N16310,N16310
CO,N16339,N16339
CO,N16607,N16607
CO,N16617,N16617
CO,N16618,N16618
CO,N16632,N16632
CO,N16642,N16642
CO,N16646,N16646
CO,N16647,N16647
CO,N16648,N16648
CO,N16649,N16649
CO,N16650,N16650
CO,N16701,N16701
CO,N16703,N16703
CO,N16709,N16709
CO,N16713,N16713
CO,N16732,N16732
CO,N16804,N16804
CO,N16806,N16806
CO,N16807,N16807
CO,N16808,N16808
CO,N16813,N16813
CO,N16815,N16815
CO,N16883,N16883
CO,N16887,N16887
CO,N16894,N16894
CO,N17085,N17085
CO,N17104,N17104
CO,N17122,N17122
CO,N17126,N17126
CO,N17128,N17128
CO,N17133,N17133
CO,N17139,N17139
CO,N17229,N17229
CO,N17233,N17233
CO,N17244,N17244
CO,N17245,N17245
CO,N17306,N17306
CO,N17309,N17309
CO,N17316,N17316
CO,N17317,N17317
CO,N17321,N17321
CO,N17326,N17326
CO,N17328,N17328
CO,N17329,N17329
CO,N17344,N17344
CO,N17345,N17345
CO,N17356,N17356
CO,N17386,N17386
CO,N17614,N17614
CO,N17619,N17619
CO,N17620,N17620
CO,N17627,N17627
CO,N17640,N17640
CO,N17644,N17644
CO,N17663,N17663
CO,N17719,N17719
CO,N17730,N17730
CO,N17812,N17812
CO,N18112,N18112
CO,N18119,N18119
CO,N18220,N18220
CO,N18223,N18223
CO,N18243,N18243
CO,N18350,N18350
CO,N18611,N18611
CO,N18622,N18622
CO,N18658,N18658
CO,N18833,N18833
CO,N18835,N18835
CO,N19117,N19117
CO,N19130,N19130
CO,N19136,N19136
CO,N19141,N19141
CO,N19357,N19357
CO,N19382,N19382
CO,N19621,N19621
CO,N19623,N19623
CO,N19634,N19634
CO,N19636,N19636
CO,N19638,N19638
CO,N21108,N21108
CO,N21723,N21723
CO,N23657,N23657
CO,N23661,N23661
CO,N23707,N23707
CO,N23708,N23708
CO,N23721,N23721
CO,N24202,N24202
CO,N24211,N24211
CO,N24212,N24212
CO,N24224,N24224
CO,N24633,N24633
CO,N24702,N24702
CO,N24706,N24706
CO,N24715,N24715
CO,N24736,N24736
CO,N25705,N25705
CO,N26123,N26123
CO,N26208,N26208
CO,N26210,N26210
CO,N26215,N26215
CO,N26226,N26226
CO,N27205,N27205
CO,N27213,N27213
CO,N27239,N27239
CO,N27610,N27610
CO,N27722,N27722
CO,N27724,N27724
CO,N27733,N27733
CO,N27734,N27734
CO,N29124,N29124
CO,N29129,N29129
CO,N29717,N29717
CO,N30401,N30401
CO,N32404,N32404
CO,N32626,N32626
CO,N33132,N33132
CO,N33203,N33203
CO,N33209,N33209
CO,N33262,N33262
CO,N33264,N33264
CO,N33266,N33266
CO,N33608,N33608
CO,N33635,N33635
CO,N33637,N33637
CO,N33714,N33714
CO,N33805,N33805
CO,N33817,N33817
CO,N34131,N34131
CO,N34137,N34137
CO,N34222,N34222
CO,N34315,N34315
CO,N34838,N34838
CO,N35204,N35204
CO,N35260,N35260
CO,N35832,N35832
CO,N35836,N35836
CO,N35888,N35888
CO,N36207,N36207
CO,N36247,N36247
CO,N37252,N37252
CO,N37253,N37253
CO,N37255,N37255
CO,N37263,N37263
CO,N37615,N37615
CO,N37882,N37882
CO,N38257,N38257
CO,N38403,N38403
CO,N38727,N38727
CO,N39081,N39081
CO,N39340,N39340
CO,N39343,N39343
CO,N39726,N39726
CO,N39728,N39728
CO,N41135,N41135
CO,N41140,N41140
CO,N46625,N46625
CO,N47332,N47332
CO,N477A3,N477AC
CO,N478A3,N478AC
CO,N48127,N48127
CO,N52616,N52616
CO,N54241,N54241
CO,N54711,N54711
CO,N57111,N57111
CO,N57837,N57837
CO,N58101,N58101
CO,N58606,N58606
CO,N59302,N59302
CO,N59338,N59338
CO,N60312,N60312
CO,N61304,N61304
CO,N62631,N62631
CO,N63305,N63305
CO,N67134,N67134
CO,N67157,N67157
CO,N67158,N67158
CO,N68155,N68155
CO,N68159,N68159
CO,N69154,N69154
CO,N69311,N69311
CO,N69333,N69333
CO,N69348,N69348
CO,N69351,N69351
CO,N69602,N69602
CO,N69603,N69603
CO,N69803,N69803
CO,N69826,N69826
CO,N70330,N70330
CO,N70352,N70352
CO,N70353,N70353
CO,N71314,N71314
CO,N71828,N71828
CO,N72405,N72405
CO,N72821,N72821
CO,N72822,N72822
CO,N72824,N72824
CO,N72825,N72825
CO,N72829,N72829
CO,N72830,N72830
CO,N73251,N73251
CO,N73256,N73256
CO,N73259,N73259
CO,N73380,N73380
CO,N73385,N73385
CO,N76151,N76151
CO,N76153,N76153
CO,N76156,N76156
CO,N76254,N76254
CO,N76265,N76265
CO,N76354,N76354
CO,N76355,N76355
CO,N76823,N76823
CO,N77258,N77258
CO,N77261,N77261
CO,N77303,N77303
CO,N77827,N77827
CO,N78008,N78008
CO,N79402,N79402
CO,N809Nè,N809NY
CO,N819Nè,N819NY
CO,N83870,N83870
CO,N83872,N83872
CO,N83873,N83873
CO,N87070,N87070
CO,N92874,N92874
